,PRV,totalKMS,totalFUEL,mileage,Total Days,KMs per day,District,FuelperDay
321,1193,13399.0,1097.317,12.210692078952572,126,106.34126984126983,Auraiya,8.70886507936508
322,1194,12291.0,1077.19,11.410243318263259,128,96.0234375,Auraiya,8.415546875
323,1200,12169.0,1142.38,10.652322344578861,128,95.0703125,Kaushambi,8.92484375
324,1204,16746.0,1423.13,11.767020581394531,130,128.8153846153846,Kaushambi,10.947153846153848
325,1209,17002.0,1324.24,12.839062405606235,130,130.7846153846154,Kaushambi,10.186461538461538
326,1212,16126.0,1157.71,13.929222344110356,134,120.34328358208955,Kaushambi,8.639626865671643
327,1216,11788.0,1030.997,11.43359292025098,145,81.29655172413793,Hamirpur,7.110324137931035
328,1220,6250.0,612.751,10.1999017545463,143,43.70629370629371,Hamirpur,4.284972027972028
329,1223,9004.0,772.326,11.658289375212021,144,62.52777777777778,Hamirpur,5.3633750000000004
330,1228,8355.0,574.062,14.554177074950092,146,57.226027397260275,Hamirpur,3.931931506849315
331,1231,11124.0,977.9,11.375396257286022,145,76.71724137931035,Hamirpur,6.744137931034483
332,1246,1245.0,110.007,11.317461616078976,139,8.956834532374101,Hamirpur,0.7914172661870504
334,1248,2579.0,150.0,17.19333333333333,80,32.2375,Sonbhadra,1.875
336,1256,2131.0,257.02,8.291183565481287,64,33.296875,Mahoba,4.0159375
337,1258,13082.0,954.7629999999999,13.701829668724072,138,94.79710144927536,Mahoba,6.918572463768116
339,1262,1722.0,161.22299999999998,10.680858190208594,21,82.0,Mahoba,7.677285714285714
340,1266,8228.0,358.76800000000003,22.93404094010614,102,80.66666666666667,Mahoba,3.5173333333333336
341,1268,10675.0,571.453,18.680451410702194,116,92.02586206896552,Mahoba,4.9263189655172415
342,1270,8903.0,924.76,9.62736277520654,128,69.5546875,Badaun,7.2246875
343,1271,9742.0,1020.03,9.550699489230709,127,76.70866141732283,Badaun,8.031732283464567
344,1273,13430.0,661.157,20.31287576173284,145,92.62068965517241,Badaun,4.5597034482758625
345,1275,10103.0,1045.76,9.660916462668299,130,77.71538461538462,Badaun,8.044307692307692
346,1278,14270.0,1113.14,12.81959142605602,113,126.28318584070796,Badaun,9.850796460176992
347,1279,13550.0,1190.66,11.380242890497707,131,103.43511450381679,Badaun,9.089007633587787
348,1284,14655.0,1220.09,12.011408994418446,133,110.18796992481202,Badaun,9.17360902255639
349,1292,13154.0,1098.24,11.97734557109557,134,98.16417910447761,Badaun,8.195820895522388
350,1293,13397.0,1155.0300000000002,11.598832930746385,132,101.49242424242425,Badaun,8.750227272727274
351,1294,13848.0,1169.98,11.8360997623891,131,105.70992366412214,Badaun,8.931145038167939
352,1295,14075.0,1167.29,12.057843380822247,130,108.26923076923077,Badaun,8.979153846153846
353,1296,13500.0,1154.83,11.69003229912628,131,103.05343511450381,Badaun,8.815496183206106
354,1298,12031.0,1045.02,11.512698321563224,130,92.54615384615384,Badaun,8.038615384615385
355,1302,12724.0,976.69,13.027675106738064,130,97.87692307692308,Badaun,7.513000000000001
356,1303,11331.0,880.76,12.865025659657569,128,88.5234375,Badaun,6.8809375
357,1311,12402.0,935.4399999999999,13.257932096125888,131,94.67175572519083,Badaun,7.140763358778625
358,1321,12161.0,1034.92,11.75066671820044,129,94.27131782945736,Badaun,8.02263565891473
359,1322,14302.0,1243.0700000000002,11.505385859203422,131,109.17557251908397,Badaun,9.48908396946565
360,1329,11820.0,810.03,14.592052146216806,122,96.88524590163935,Badaun,6.639590163934426
361,1331,13631.0,1183.66,11.515975871449571,133,102.48872180451127,Sonbhadra,8.899699248120301
363,1335,9940.0,891.15,11.154126690231724,144,69.02777777777777,Sonbhadra,6.188541666666667
364,1336,15983.0,1334.7199999999998,11.974796211939585,129,123.89922480620154,Sonbhadra,10.346666666666666
365,1340,3435.0,240.18,14.30177366974769,97,35.41237113402062,Shahjahanpur,2.4760824742268044
366,1341,9944.0,952.1800000000001,10.443403558150768,130,76.49230769230769,Shahjahanpur,7.324461538461539
367,1343,6515.0,820.0,7.945121951219512,144,45.24305555555556,Shahjahanpur,5.694444444444445
368,1348,14901.0,1214.97,12.264500358033532,132,112.88636363636364,Shahjahanpur,9.204318181818183
369,1351,11713.0,970.11,12.07388852810506,130,90.1,Shahjahanpur,7.462384615384615
370,1352,15240.0,1195.0,12.753138075313808,132,115.45454545454545,Shahjahanpur,9.053030303030303
372,1357,12667.0,1030.06,12.297341902413452,129,98.1937984496124,Shahjahanpur,7.984961240310077
373,1364,11869.0,1040.0,11.4125,131,90.6030534351145,Shahjahanpur,7.938931297709924
374,1366,13449.0,1124.19,11.963280228431136,132,101.88636363636364,Shahjahanpur,8.51659090909091
375,1368,15711.0,1318.53,11.915542308479898,131,119.93129770992367,Shahjahanpur,10.065114503816794
376,1369,14896.0,1224.98,12.160198533853613,128,116.375,Shahjahanpur,9.57015625
377,1371,10594.0,583.88,18.144139206686305,117,90.54700854700855,Shahjahanpur,4.990427350427351
378,1375,12626.0,1039.96,12.140851571214277,127,99.41732283464567,Shahjahanpur,8.188661417322836
379,1376,11356.0,950.14,11.951922874523754,126,90.12698412698413,Shahjahanpur,7.540793650793651
380,1378,8969.0,734.86,12.205045859075197,124,72.33064516129032,Shahjahanpur,5.926290322580646
381,1379,11179.0,995.98,11.224120966284463,125,89.432,Shahjahanpur,7.96784
382,1380,14863.0,1310.89,11.338098543737459,131,113.45801526717557,Shahjahanpur,10.006793893129771
383,1383,14686.0,1214.93,12.087939222835884,128,114.734375,Shahjahanpur,9.491640625
384,1384,15196.0,1165.02,13.043552900379392,129,117.7984496124031,Shahjahanpur,9.031162790697675
385,1385,18378.0,1465.0,12.544709897610922,129,142.46511627906978,Shahjahanpur,11.356589147286822
386,1386,13792.0,1150.12,11.991792160818003,129,106.91472868217055,Shahjahanpur,8.91565891472868
387,1387,15594.0,1202.0,12.973377703826955,132,118.13636363636364,Shahjahanpur,9.106060606060606
388,1415,9467.0,870.331,10.877470755379274,121,78.2396694214876,Rampur,7.192818181818182
389,1424,12165.0,1117.1200000000001,10.889608994557433,131,92.86259541984732,Sambhal,8.52763358778626
390,1442,7926.0,306.72299999999996,25.840905311959002,116,68.32758620689656,Sambhal,2.644163793103448
391,1443,17753.0,1513.73,11.727983193832454,132,134.49242424242425,Sambhal,11.467651515151516
392,1444,14941.0,1286.3700000000001,11.614854202134689,128,116.7265625,Sambhal,10.049765625000001
393,1446,16740.0,1439.6000000000001,11.62823006390664,132,126.81818181818181,Sambhal,10.906060606060606
394,1465,14318.0,1001.0800000000002,14.3025532424981,130,110.13846153846154,Deoria,7.700615384615386
395,1477,12381.0,1012.951,12.222703763558158,141,87.80851063829788,Deoria,7.184049645390071
396,1478,80101.0,1527.6,52.43584708038754,146,548.6369863013699,Deoria,10.463013698630137
397,1536,4647.0,405.549,11.45854138464156,50,92.94,Bahraich,8.11098
398,1537,15747.0,1304.49,12.071384219120116,132,119.29545454545455,Bahraich,9.8825
399,1538,13548.0,948.87,14.278035979638938,124,109.25806451612904,Bahraich,7.652177419354839
400,1541,15662.0,1255.05,12.479184096251146,130,120.47692307692307,Bahraich,9.654230769230768
401,1543,15883.0,1124.94,14.118975234234714,129,123.12403100775194,Bahraich,8.72046511627907
402,1555,13564.0,1130.694,11.996172262345073,145,93.54482758620689,Bahraich,7.797889655172414
403,1570,15065.0,1226.95,12.27841395329883,130,115.88461538461539,Bahraich,9.438076923076924
404,1571,14451.0,1020.49,14.160844300287117,125,115.608,Bahraich,8.163920000000001
405,1573,4796.0,435.378,11.015715079769764,56,85.64285714285714,Jalaun,7.774607142857143
406,1582,13246.0,334.406,39.61053330382828,140,94.61428571428571,Jalaun,2.3886142857142856
407,1598,10057.0,944.5260000000001,10.647668777778483,145,69.35862068965517,Jalaun,6.513972413793104
408,1602,11019.0,914.14,12.053952348655567,125,88.152,Jalaun,7.31312
409,1607,14714.0,985.511,14.930325485966165,145,101.47586206896551,Jalaun,6.796627586206896
410,1619,11423.0,965.02,11.837060371805766,127,89.94488188976378,Etawah,7.598582677165354
411,1624,15952.0,1325.97,12.030438094376192,131,121.77099236641222,Etawah,10.121908396946566
412,1625,14449.0,1213.18,11.910021596135774,133,108.6390977443609,Etawah,9.121654135338346
413,1638,5160.0,405.0,12.74074074074074,123,41.951219512195124,Etawah,3.292682926829268
414,1639,15097.0,1559.3899999999999,9.681349758559438,132,114.37121212121212,Kannauj,11.813560606060605
415,1640,3819.0,404.86,9.432890381860396,39,97.92307692307692,Kannauj,10.38102564102564
416,1641,13997.0,1447.34,9.670844445672753,132,106.03787878787878,Kannauj,10.96469696969697
417,1642,13143.0,1362.29,9.647725520997732,132,99.56818181818181,Kannauj,10.320378787878788
418,1644,12827.0,1301.89,9.852598913886734,132,97.17424242424242,Kannauj,9.86280303030303
419,1646,14782.0,1508.81,9.797124886499958,132,111.98484848484848,Kannauj,11.430378787878787
420,1650,15865.0,1366.96,11.606045531690759,133,119.28571428571429,Kannauj,10.277894736842105
421,1651,14087.0,1215.3,11.591376614827615,128,110.0546875,Kannauj,9.49453125
422,1652,12550.0,1089.87,11.515134832594715,130,96.53846153846153,Kannauj,8.383615384615384
423,1654,23744.0,1195.3000000000002,19.86446917091943,130,182.64615384615385,Kannauj,9.194615384615386
424,1655,17655.0,1478.66,11.939864471886708,132,133.75,Kannauj,11.201969696969698
425,1656,16870.0,1446.84,11.659893284675569,131,128.77862595419847,Kannauj,11.044580152671756
426,1659,18387.0,1492.8799999999999,12.31646214029259,129,142.53488372093022,Kannauj,11.572713178294572
427,1665,6459.0,315.015,20.50378553402219,74,87.28378378378379,Ambedkar Nagar,4.256959459459459
428,1666,13492.0,1057.175,12.762314659351574,146,92.41095890410959,Ambedkar Nagar,7.240924657534246
429,1674,14414.0,1183.05,12.183762309285322,129,111.73643410852713,Ambedkar Nagar,9.170930232558138
430,1678,12790.0,1111.02,11.511943979406311,129,99.14728682170542,Ambedkar Nagar,8.612558139534883
431,1681,11853.0,359.599,32.961715688864544,118,100.44915254237289,Ambedkar Nagar,3.047449152542373
432,1686,12865.0,693.05,18.562874251497007,115,111.8695652173913,Ambedkar Nagar,6.026521739130434
433,1691,10287.0,1040.8600000000001,9.883173529581306,124,82.95967741935483,Barabanki,8.394032258064517
434,1692,10659.0,969.04,10.99954594237596,130,81.99230769230769,Barabanki,7.4541538461538455
435,1696,16009.0,1383.1599999999999,11.574221348217128,132,121.28030303030303,Barabanki,10.478484848484847
436,1701,9453.0,436.99500000000006,21.631826451103557,117,80.7948717948718,Barabanki,3.7350000000000003
437,1702,13080.0,706.9000000000001,18.503324374027443,119,109.91596638655462,Barabanki,5.940336134453783
438,1703,4154.0,365.07,11.378639712931767,123,33.77235772357724,Barabanki,2.9680487804878046
439,1706,13068.0,1139.8999999999999,11.464163523116063,125,104.544,Barabanki,9.1192
440,1712,14740.0,1262.91,11.67145719014023,130,113.38461538461539,Barabanki,9.714692307692308
441,1713,13385.0,1047.54,12.777555033697997,130,102.96153846153847,Barabanki,8.058
442,1714,1445.0,162.065,8.916175608552125,18,80.27777777777777,Barabanki,9.00361111111111
443,1720,15430.0,1177.88,13.099806431894589,133,116.01503759398496,Barabanki,8.85624060150376
444,1721,14169.0,1098.98,12.892864292343809,129,109.83720930232558,Barabanki,8.519224806201551
445,1724,14238.0,1174.26,12.125083031015278,131,108.68702290076335,Barabanki,8.96381679389313
446,1732,3377.0,397.0,8.506297229219143,48,70.35416666666667,Raebareli,8.270833333333334
447,1740,12207.0,1071.06,11.397120609489665,143,85.36363636363636,Raebareli,7.48993006993007
448,1758,6723.0,474.0,14.183544303797468,44,152.79545454545453,Raebareli,10.772727272727273
449,1778,4934.0,392.0,12.58673469387755,143,34.50349650349651,Raebareli,2.7412587412587412
450,1794,14534.0,1252.09,11.607791772156954,132,110.10606060606061,Sitapur,9.485530303030302
451,1804,11179.0,831.0,13.452466907340554,125,89.432,Sitapur,6.648
452,1814,14097.0,1220.0,11.554918032786885,130,108.43846153846154,Sitapur,9.384615384615385
453,1816,15393.0,1314.58,11.70944332030002,132,116.61363636363636,Sitapur,9.958939393939394
454,1825,14485.0,1259.96,11.496396711006698,133,108.90977443609023,Sitapur,9.473383458646618
455,1829,13460.0,1153.59,11.667923612375281,129,104.34108527131782,Sitapur,8.942558139534883
456,1830,13969.0,1195.4399999999998,11.685237234825673,131,106.63358778625954,Sitapur,9.125496183206106
457,1831,12937.0,1124.83,11.501293528799907,131,98.7557251908397,Sitapur,8.58648854961832
458,1832,12270.0,1029.92,11.913546683237533,128,95.859375,Sitapur,8.04625
459,1833,11386.0,939.74,12.116117223912998,128,88.953125,Sitapur,7.34171875
460,1834,10210.0,640.3199999999999,15.945152423788107,125,81.68,Sitapur,5.122559999999999
461,1836,13182.0,1150.08,11.461811352253758,131,100.62595419847328,Farrukhabad,8.779236641221374
462,1837,5834.0,407.05899999999997,14.332074711528305,144,40.513888888888886,Farrukhabad,2.8267986111111107
463,1841,7807.0,159.97000000000003,48.80290054385196,96,81.32291666666667,Gautam Buddh Nagar,1.666354166666667
464,1842,6783.0,239.97000000000003,28.266033254156767,102,66.5,Gautam Buddh Nagar,2.3526470588235298
465,1866,10893.0,915.4200000000001,11.899455987415612,127,85.77165354330708,Gautam Buddh Nagar,7.2080314960629925
466,1867,16545.0,1240.68,13.335428958313182,132,125.3409090909091,Gautam Buddh Nagar,9.39909090909091
467,1873,14083.0,1013.622,13.893739480792643,139,101.31654676258992,Gautam Buddh Nagar,7.292244604316546
468,1875,13648.0,1140.13,11.970564760158927,128,106.625,Gautam Buddh Nagar,8.907265625
469,1882,1060.0,122.1,8.681408681408682,31,34.193548387096776,Mathura,3.9387096774193546
470,1888,2867.0,148.0,19.37162162162162,61,47.0,Lucknow,2.4262295081967213
471,1889,4514.0,95.0,47.51578947368421,63,71.65079365079364,Lucknow,1.507936507936508
472,1890,9834.0,970.35,10.13448755603648,130,75.64615384615385,Ghaziabad,7.4642307692307694
473,1896,1237.0,70.0,17.67142857142857,37,33.432432432432435,Mathura,1.8918918918918919
474,1909,3495.0,183.0,19.098360655737704,94,37.180851063829785,Mathura,1.946808510638298
475,1911,2089.0,230.0,9.082608695652175,27,77.37037037037037,Mathura,8.518518518518519
477,1916,3975.0,200.443,19.831074170711872,72,55.208333333333336,Mathura,2.7839305555555556
478,1917,3055.0,94.994,32.159925890056215,49,62.3469387755102,Mathura,1.9386530612244899
479,1925,9610.0,474.98,20.232430839193228,119,80.75630252100841,Mathura,3.9914285714285715
480,1933,1615.0,120.0,13.458333333333334,44,36.70454545454545,Mathura,2.727272727272727
482,1937,12214.0,1118.019,10.924680170909438,141,86.62411347517731,Mathura,7.9292127659574465
484,1945,6675.0,595.0,11.218487394957982,140,47.67857142857143,Shravasti,4.25
485,1957,14474.0,1089.16,13.289140254875315,133,108.82706766917293,Etah,8.189172932330827
486,1959,12930.0,1050.0,12.314285714285715,130,99.46153846153847,Etah,8.076923076923077
487,1960,15015.0,896.4,16.75033467202142,134,112.05223880597015,Etah,6.68955223880597
488,1962,12188.0,671.2,18.158522050059595,129,94.48062015503876,Etah,5.203100775193799
489,1963,12150.0,955.91,12.710401606845833,130,93.46153846153847,Etah,7.3531538461538455
490,1964,12657.0,1045.01,12.111845819657228,128,98.8828125,Etah,8.164140625
491,1965,14436.0,1194.95,12.080840202518933,131,110.19847328244275,Etah,9.12175572519084
492,1968,12159.0,1070.24,11.361003139482733,128,94.9921875,Etah,8.36125
493,1969,14958.0,1148.87,13.01974984114826,131,114.18320610687023,Etah,8.77
494,1971,14518.0,1162.97,12.483555035813477,130,111.67692307692307,Etah,8.945923076923076
495,1972,11352.0,695.65,16.31855099547186,134,84.71641791044776,Etah,5.191417910447761
496,1973,2390.0,79.0,30.253164556962027,8,298.75,Pratapgarh,9.875
497,2007,16668.0,1428.1100000000001,11.671369852462345,130,128.2153846153846,Pratapgarh,10.98546153846154
498,2020,7659.0,643.7629999999999,11.897235473303065,72,106.375,Pratapgarh,8.941152777777777
499,2037,12420.0,180.0,69.0,41,302.9268292682927,Chitrakoot,4.390243902439025
500,2039,1728.0,184.914,9.344884649080113,21,82.28571428571429,Chitrakoot,8.805428571428571
501,2042,11830.0,406.402,29.109108715016166,109,108.53211009174312,Chitrakoot,3.72845871559633
502,2050,13464.0,522.4280000000001,25.771972405766913,135,99.73333333333333,Chitrakoot,3.869837037037038
503,2053,8416.0,1045.5300000000002,8.049505992176215,122,68.98360655737704,Pilibhit,8.569918032786887
504,2054,10268.0,1133.38,9.059626956537082,126,81.4920634920635,Pilibhit,8.995079365079366
505,2055,7467.0,964.8,7.739427860696518,131,57.0,Pilibhit,7.364885496183206
506,2056,8251.0,980.73,8.413120838559033,128,64.4609375,Pilibhit,7.661953125
507,2057,10614.0,1176.1799999999998,9.024128959853085,130,81.64615384615385,Pilibhit,9.04753846153846
508,2067,12227.0,1067.03,11.458909309016617,146,83.74657534246575,Pilibhit,7.308424657534246
509,2087,3815.0,316.3,12.061334176414796,118,32.33050847457627,Pilibhit,2.6805084745762713
510,2088,7295.0,644.74,11.31463845891367,130,56.11538461538461,Pilibhit,4.959538461538462
511,2098,2550.0,274.98,9.273401701941959,53,48.113207547169814,Bulandshahr,5.188301886792453
513,2104,13375.0,1111.41,12.034262783311288,132,101.32575757575758,Bulandshahr,8.419772727272727
514,2107,14759.0,1107.5800000000002,13.32544827461673,132,111.81060606060606,Bulandshahr,8.390757575757577
515,2108,12900.0,1097.4,11.755057408419901,131,98.47328244274809,Bulandshahr,8.377099236641222
516,2109,1440.0,160.0,9.0,25,57.6,Bulandshahr,6.4
517,2111,13480.0,1168.03,11.540799465767147,129,104.49612403100775,Bulandshahr,9.054496124031008
518,2112,14980.0,1298.53,11.536121614440946,133,112.63157894736842,Bulandshahr,9.763383458646617
520,2120,3310.0,226.014,14.645110479881776,103,32.13592233009709,Bulandshahr,2.1943106796116507
521,2123,1007.0,120.0,8.391666666666667,12,83.91666666666667,Bulandshahr,10.0
522,2124,2208.0,185.988,11.871733660236144,20,110.4,Bulandshahr,9.2994
523,2130,12816.0,1105.6059999999998,11.591832895262872,146,87.78082191780823,Bulandshahr,7.572643835616437
524,2140,12750.0,1037.4099999999999,12.29022276631226,129,98.83720930232558,Bulandshahr,8.041937984496123
525,2153,10650.0,1118.02,9.52576876978945,130,81.92307692307692,Ghaziabad,8.600153846153846
526,2154,11290.0,1175.17,9.607120671902788,132,85.53030303030303,Ghaziabad,8.902803030303032
527,2159,11434.0,1140.12,10.02876890151914,133,85.96992481203007,Ghaziabad,8.572330827067669
528,2162,11808.0,1231.09,9.5915002152564,132,89.45454545454545,Ghaziabad,9.326439393939394
529,2164,4650.0,304.93,15.249401501984062,61,76.22950819672131,Ghaziabad,4.998852459016393
530,2167,11678.0,1232.24,9.47704992533922,130,89.83076923076923,Ghaziabad,9.478769230769231
531,2168,11534.0,1196.25,9.641797283176594,131,88.04580152671755,Ghaziabad,9.131679389312977
532,2169,4720.0,514.97,9.165582461114239,71,66.47887323943662,Ghaziabad,7.253098591549296
533,2173,9154.0,959.8900000000001,9.53650939170113,128,71.515625,Ghaziabad,7.499140625000001
534,2175,10460.0,1024.77,10.207168437795799,132,79.24242424242425,Ghaziabad,7.763409090909091
535,2176,15030.0,1040.21,14.449005489276203,129,116.51162790697674,Ghaziabad,8.063643410852713
536,2184,13636.0,1152.4299999999998,11.832388952040473,133,102.52631578947368,Ghaziabad,8.664887218045111
537,2186,13308.0,1110.1699999999998,11.987353288235138,132,100.81818181818181,Ghaziabad,8.410378787878786
538,2187,12060.0,1080.3400000000001,11.163152340929706,130,92.76923076923077,Ghaziabad,8.310307692307694
539,2191,13950.0,1125.1399999999999,12.3984570808966,130,107.3076923076923,Ghaziabad,8.654923076923076
540,2192,15169.0,1317.65,11.51216180321026,129,117.5891472868217,Ghaziabad,10.214341085271318
541,2195,12455.0,1228.32,10.139865833007686,132,94.35606060606061,Muzaffarnagar,9.305454545454545
542,2196,8760.0,878.82,9.967911517716939,127,68.97637795275591,Muzaffarnagar,6.91984251968504
543,2205,10195.0,930.111,10.961057336167404,139,73.34532374100719,Muzaffarnagar,6.691446043165468
544,2210,10765.0,899.01,11.974282822215548,129,83.44961240310077,Muzaffarnagar,6.9690697674418605
545,2212,10920.0,908.97,12.013597808508532,131,83.3587786259542,Muzaffarnagar,6.938702290076336
546,2217,9071.0,799.99,11.338891736146701,129,70.31782945736434,Muzaffarnagar,6.201472868217055
547,2219,11586.0,1009.94,11.471968631799909,129,89.81395348837209,Muzaffarnagar,7.828992248062016
548,2221,12721.0,1099.3899999999999,11.570962078971068,128,99.3828125,Muzaffarnagar,8.588984374999999
549,2224,11414.0,982.1099999999999,11.621916078646995,131,87.12977099236642,Muzaffarnagar,7.497022900763358
550,2241,10090.0,846.0,11.926713947990544,129,78.21705426356588,Muzaffarnagar,6.558139534883721
551,2243,10730.0,929.05,11.549432215704215,127,84.48818897637796,Muzaffarnagar,7.3153543307086615
552,2245,8239.0,732.03,11.255003210250946,127,64.8740157480315,Muzaffarnagar,5.764015748031496
553,2247,11940.0,992.29,12.03277267734231,127,94.01574803149606,Muzaffarnagar,7.813307086614173
554,2263,19048.0,1336.97,14.247140923132157,132,144.3030303030303,Mau,10.128560606060606
555,2275,7405.0,540.012,13.712658237224359,145,51.06896551724138,Mau,3.724220689655172
556,2278,14782.0,1244.0260000000003,11.882388310212162,145,101.9448275862069,Mau,8.579489655172416
557,2279,14580.0,1266.33,11.513586505887092,128,113.90625,Mau,9.893203125
558,2281,12865.0,1110.01,11.589985675804723,130,98.96153846153847,Mau,8.538538461538462
559,2287,3032.0,284.97,10.639716461381898,49,61.87755102040816,Bhadohi,5.815714285714286
560,2289,10825.0,954.97,11.335434620982857,107,101.16822429906541,Bhadohi,8.924953271028038
561,2292,11410.0,950.01,12.010399890527468,124,92.01612903225806,Bhadohi,7.661370967741935
562,2296,11970.0,994.79,12.032690316549221,131,91.37404580152672,Bhadohi,7.593816793893129
563,2297,9497.0,834.9000000000001,11.375014971852915,119,79.80672268907563,Bhadohi,7.015966386554623
564,2299,14027.0,1213.75,11.556745623069,131,107.07633587786259,Bhadohi,9.26526717557252
565,2300,15516.0,1338.31,11.593726416151714,131,118.44274809160305,Bhadohi,10.216106870229007
566,2302,12354.0,1055.4,11.705514496873223,129,95.76744186046511,Bhadohi,8.18139534883721
567,2304,11481.0,990.0799999999999,11.596032643826762,118,97.29661016949153,Bhadohi,8.39050847457627
568,2305,12720.0,1066.04,11.932010055907845,122,104.26229508196721,Bhadohi,8.738032786885245
569,2307,12560.0,1075.37,11.679700940141533,129,97.36434108527132,Bhadohi,8.336201550387596
570,2308,12070.0,1055.03,11.44043297346995,126,95.7936507936508,Bhadohi,8.373253968253968
571,2315,5900.0,530.01,11.131865436501199,122,48.36065573770492,Bhadohi,4.344344262295082
572,2327,14273.0,1192.7100000000003,11.966865373812576,131,108.95419847328245,Jaunpur,9.10465648854962
573,2329,14309.0,1159.73,12.338216653876334,129,110.92248062015504,Jaunpur,8.99015503875969
574,2348,15361.0,1339.34,11.469081786551586,130,118.16153846153846,Jaunpur,10.302615384615384
575,2360,9950.0,825.4010000000001,12.054746723107918,98,101.53061224489795,Jaunpur,8.42245918367347
576,2371,3095.0,161.27,19.191418118682954,45,68.77777777777777,Gautam Buddh Nagar,3.583777777777778
577,2375,14673.0,1004.4300000000001,14.608285296138106,125,117.384,Amroha,8.035440000000001
578,2376,18066.0,1118.48,16.152278091695873,124,145.69354838709677,Amroha,9.02
579,2383,14205.0,1044.96,13.593821773082222,132,107.61363636363636,Amroha,7.916363636363637
580,2384,14455.0,1065.71,13.563727468072928,130,111.1923076923077,Amroha,8.19776923076923
581,2385,9266.0,710.9200000000001,13.033815337872051,93,99.63440860215054,Amroha,7.644301075268818
582,2386,17385.0,1439.8500000000001,12.074174393165954,132,131.70454545454547,Amroha,10.907954545454546
583,2387,12850.0,1109.0200000000002,11.586806369587562,130,98.84615384615384,Amroha,8.530923076923079
584,2388,15407.0,1261.8600000000001,12.209753855419775,132,116.71969696969697,Amroha,9.559545454545455
585,2399,6845.0,680.187,10.063409033104131,142,48.20422535211268,Amroha,4.790049295774648
586,2402,11083.0,797.972,13.8889585098224,143,77.5034965034965,Amroha,5.580223776223776
587,2405,1329.0,145.0,9.16551724137931,52,25.557692307692307,Bijnor,2.7884615384615383
588,2408,10466.0,1030.0,10.161165048543689,130,80.50769230769231,Bijnor,7.923076923076923
589,2411,13123.0,1087.279,12.069579197243762,146,89.88356164383562,Bijnor,7.447116438356164
590,2412,12003.0,999.97,12.003360100803024,128,93.7734375,Bijnor,7.812265625
591,2414,10630.0,850.014,12.505676377094966,120,88.58333333333333,Bijnor,7.08345
592,2421,10564.0,914.906,11.546541393323468,145,72.8551724137931,Bijnor,6.309696551724137
593,2433,10027.0,400.1,25.061234691327165,111,90.33333333333333,Bijnor,3.6045045045045048
594,2442,12293.0,1068.8519999999999,11.501124571035094,145,84.77931034482759,Bijnor,7.371393103448275
595,2452,14372.0,1198.74,11.989255384820728,131,109.70992366412214,Bijnor,9.150687022900764
596,2453,11290.0,990.3800000000001,11.399664775136815,129,87.51937984496124,Bijnor,7.677364341085272
597,2461,12558.0,1080.1299999999999,11.626378306314981,128,98.109375,Bijnor,8.438515624999999
598,2462,7343.0,664.97,11.042603425718452,122,60.18852459016394,Bijnor,5.450573770491803
599,2474,11611.0,1104.45,10.512924985286794,131,88.63358778625954,Balrampur,8.430916030534352
600,2476,7543.0,752.2080000000001,10.027811456405674,86,87.70930232558139,Balrampur,8.74660465116279
601,2485,11814.0,1132.25,10.434091410907484,131,90.18320610687023,Balrampur,8.643129770992367
602,2493,11815.0,1116.1100000000001,10.5858741521893,131,90.19083969465649,Balrampur,8.519923664122139
603,2494,2151.0,210.0,10.242857142857142,130,16.546153846153846,Balrampur,1.6153846153846154
604,2507,10500.0,874.9580000000001,12.000576027649325,117,89.74358974358974,Shravasti,7.478273504273505
605,2511,9736.0,765.0,12.726797385620914,128,76.0625,Kushinagar,5.9765625
606,2514,13642.0,1408.94,9.682456314676282,132,103.34848484848484,Kushinagar,10.673787878787879
607,2515,2820.0,310.03,9.095893945747186,118,23.89830508474576,Kushinagar,2.627372881355932
608,2522,10580.0,505.0,20.95049504950495,136,77.79411764705883,Kushinagar,3.713235294117647
609,2525,1920.0,205.01,9.365396809911712,16,120.0,Kushinagar,12.813125
610,2534,12230.0,1005.01,12.169033143948816,132,92.65151515151516,Kushinagar,7.613712121212121
611,2539,11176.0,926.13,12.067420340556941,132,84.66666666666667,Kushinagar,7.016136363636363
613,2542,17627.0,1170.3899999999999,15.06079170191133,130,135.59230769230768,Kushinagar,9.002999999999998
614,2553,5259.0,576.0,9.130208333333334,61,86.21311475409836,Maharajganj,9.442622950819672
615,2563,5960.0,559.01,10.661705515107064,95,62.73684210526316,Maharajganj,5.884315789473684
616,2569,8547.0,455.795,18.751851161157976,139,61.489208633093526,Maharajganj,3.2791007194244606
617,2626,12683.0,1105.02,11.477620314564442,128,99.0859375,Ghaziabad,8.63296875
618,2627,15479.0,1598.43,9.683877304605144,131,118.16030534351145,Kannauj,12.201755725190841
619,2628,10238.0,1054.88,9.70536933110875,134,76.40298507462687,Kannauj,7.8722388059701505
620,2635,13862.0,1143.2,12.125612316305109,128,108.296875,Auraiya,8.93125
621,2639,12925.0,1077.99,11.98990714199575,133,97.18045112781955,Auraiya,8.105187969924811
622,2640,10463.0,472.976,22.121629850140387,120,87.19166666666666,Allahabad,3.9414666666666665
623,2643,14399.0,755.0,19.071523178807947,145,99.30344827586207,Lucknow,5.206896551724138
625,2649,12820.0,1285.3300000000002,9.974092256463319,134,95.67164179104478,Farrukhabad,9.592014925373135
