,PRV,totalKMS,totalFUEL,mileage,Total Days,KMs per day,District,FuelperDay
263,955,5728.0,689.0899999999999,8.312412021651745,130,44.06153846153846,Saharanpur,5.300692307692307
264,956,8632.0,877.13,9.841186597197678,133,64.90225563909775,Saharanpur,6.594962406015037
265,957,9435.0,962.02,9.80748840980437,129,73.13953488372093,Saharanpur,7.457519379844961
266,960,7321.0,759.99,9.63302148712483,129,56.751937984496124,Auraiya,5.891395348837209
267,961,11930.0,964.06,12.374748459639441,130,91.76923076923077,Saharanpur,7.415846153846154
268,962,18759.0,910.0,20.614285714285714,143,131.1818181818182,Saharanpur,6.363636363636363
269,963,7068.0,786.99,8.98105439713338,130,54.36923076923077,Saharanpur,6.053769230769231
270,965,12458.0,1145.99,10.870950008289775,133,93.66917293233082,Saharanpur,8.616466165413534
272,971,15693.0,1178.48,13.316305749779376,132,118.88636363636364,Saharanpur,8.927878787878788
273,972,16892.0,1222.18,13.821204732527123,132,127.96969696969697,Saharanpur,9.258939393939395
274,983,18117.0,1265.85,14.31212228937078,131,138.29770992366412,Saharanpur,9.66297709923664
275,993,15401.0,1207.87,12.750544346659824,132,116.67424242424242,Saharanpur,9.150530303030303
276,994,19368.0,1466.97,13.202723982085523,133,145.62406015037595,Saharanpur,11.02984962406015
277,995,14746.0,1241.1100000000001,11.881299804207522,133,110.87218045112782,Saharanpur,9.331654135338347
278,1002,17260.0,493.707,34.96000664361656,139,124.1726618705036,Saharanpur,3.5518489208633093
279,1014,9035.0,945.1,9.559834938101789,128,70.5859375,Auraiya,7.38359375
280,1031,6290.0,196.537,32.004151889974914,54,116.48148148148148,Azamgarh,3.639574074074074
281,1040,17480.0,1545.3899999999999,11.311060638414899,131,133.4351145038168,Azamgarh,11.796870229007633
282,1048,4360.0,364.635,11.957162642094149,145,30.06896551724138,Azamgarh,2.5147241379310343
283,1055,15662.0,601.5,26.03823773898587,111,141.0990990990991,Azamgarh,5.418918918918919
284,1059,14570.0,1161.58,12.543260042356103,130,112.07692307692308,Azamgarh,8.935230769230769
285,1063,13656.0,1050.3300000000002,13.001628059752647,130,105.04615384615384,Azamgarh,8.07946153846154
286,1073,10431.0,1105.848,9.432580246109772,145,71.93793103448276,Mirzapur,7.626537931034482
287,1081,12248.0,1034.01,11.845146565313682,132,92.78787878787878,Mirzapur,7.8334090909090905
288,1082,16891.0,1441.259,11.719614586968754,129,130.93798449612405,Mirzapur,11.1725503875969
289,1090,17980.0,1496.58,12.01405872054952,146,123.15068493150685,Mirzapur,10.25054794520548
290,1091,19896.0,1555.26,12.792716330388489,130,153.04615384615386,Mirzapur,11.963538461538462
291,1094,12985.0,375.07,34.620204228544004,108,120.23148148148148,Mirzapur,3.4728703703703703
292,1107,3895.0,590.12,6.600352470683928,68,57.279411764705884,Hathras,8.678235294117647
293,1109,10455.0,1144.5900000000001,9.134275155295782,133,78.60902255639098,Hathras,8.605939849624061
294,1110,14201.0,1442.49,9.844782286185692,131,108.40458015267176,Hathras,11.011374045801526
295,1111,13185.0,1208.8400000000001,10.907150656828032,133,99.13533834586467,Hathras,9.089022556390978
296,1113,12340.0,1047.75,11.777618706752564,129,95.65891472868218,Hathras,8.122093023255815
297,1114,14809.0,1143.56,12.949910804855016,133,111.34586466165413,Hathras,8.598195488721805
298,1117,14794.0,1253.55,11.801683219656177,131,112.93129770992367,Hathras,9.569083969465648
299,1119,14251.0,1196.1599999999999,11.913957998929911,133,107.15037593984962,Hathras,8.993684210526315
300,1121,11808.0,1122.4399999999998,10.519938704964186,132,89.45454545454545,Hathras,8.503333333333332
301,1122,13199.0,963.94,13.692760960225739,128,103.1171875,Hathras,7.53078125
302,1126,15209.0,1273.1399999999999,11.946054636567856,132,115.21969696969697,Hathras,9.645
303,1127,7362.0,659.31,11.166219229194159,132,55.77272727272727,Hathras,4.994772727272727
304,1130,12503.0,885.24,14.123853418282048,132,94.71969696969697,Kasganj,6.706363636363636
305,1131,14514.0,1060.3000000000002,13.688578704140335,132,109.95454545454545,Kasganj,8.032575757575758
306,1132,10914.0,763.5300000000001,14.294133825782875,132,82.68181818181819,Kasganj,5.784318181818183
307,1134,11611.0,876.34,13.24942373964443,127,91.4251968503937,Kasganj,6.900314960629921
308,1136,11226.0,999.8800000000001,11.227347281673799,131,85.69465648854961,Kasganj,7.632671755725192
309,1138,9613.0,793.03,12.12186172023757,127,75.69291338582677,Kasganj,6.244330708661417
310,1146,11565.0,1038.3300000000002,11.138077489815375,126,91.78571428571429,Kasganj,8.240714285714287
312,1149,6290.0,80.0,78.625,102,61.666666666666664,Fatehpur,0.7843137254901961
316,1161,9552.0,457.343,20.88585591120887,105,90.97142857142858,Fatehpur,4.35564761904762
318,1163,94645.0,369.015,256.4800888852757,140,676.0357142857143,Fatehpur,2.6358214285714285
